NO_SEQ_COLL,JR_SEMN_ACCDN,DT_ACCDN,CD_MUNCP,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,BORNE_KM_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,NB_METRE_DIST_ACCD,CD_GENRE_ACCDN,CD_SIT_PRTCE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,NO_ROUTE,CD_CATEG_ROUTE,CD_ETAT_CHASS,CD_ASPCT_ROUTE,CD_LOCLN_ACCDN,CD_POSI_ACCDN,CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_PNT_CDRNL_ROUTE,CD_PNT_CDRNL_REPRR,CD_COND_METEO,NB_VEH_IMPLIQUES_ACCDN,NB_MORTS,NB_BLESSES_GRAVES,NB_BLESSES_LEGERS,HEURE_ACCDN,AN,NB_VICTIMES_TOTAL,GRAVITE,REG_ADM,MRC,nb_automobile_camion_leger,nb_camionLourd_tractRoutier,nb_outil_equipement,nb_tous_autobus_minibus,nb_bicyclette,nb_cyclomoteur,nb_motocyclette,nb_taxi,nb_urgence,nb_motoneige,nb_VHR,nb_autres_types,nb_veh_non_precise,NB_DECES_PIETON,NB_BLESSES_PIETON,NB_VICTIMES_PIETON,NB_DECES_MOTO,NB_BLESSES_MOTO,NB_VICTIMES_MOTO,NB_DECES_VELO,NB_BLESSES_VELO,NB_VICTIMES_VELO,VITESSE_AUTOR,LOC_X,LOC_Y,LOC_COTE_QD,LOC_COTE_PD,LOC_DETACHEE,LOC_IMPRECISION,LOC_LAT,LOC_LONG
SPVM _ 2016 _ 15278,SA,2016/03/05,66023.0,4357.0,,,BD ST LAURENT,,,,31.0,,12.0,3.0,3.0,,13.0,,11.0,34.0,,1.0,,,N,11.0,2,0,0,0,03:00:00-03:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,298142.8335,5042187.919,A,1,N,N,45.51958,-73.58521
SPVM _ 2015 _ 1257,VE,2015/09/04,66097.0,,,,BRUNSWICK,2.0,AV FAIRVIEW,10.0,33.0,,11.0,1.0,3.0,,19.0,1.0,11.0,99.0,,3.0,,,O,11.0,2,0,0,1,15:00:00-15:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,278392.9,5035968.226,A,2,O,N,45.46314,-73.83768
SPVM _ 2017 _ 18379,SA,2017/11/11,66023.0,5200.0,,,JARRY,,,,32.0,,11.0,2.0,3.0,,13.0,1.0,11.0,34.0,6.0,2.0,,,,11.0,1,0,0,1,17:00:00-17:59:00,2017,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,297483.6405,5049071.25,A,1,N,N,45.58151,-73.59375
SPVM _ 2013 _ 1091,DI,2013/12/15,66023.0,,,,BD ST JEAN,1.0,ERNEST,,31.0,,16.0,1.0,3.0,,14.0,,11.0,32.0,,4.0,,,S,17.0,2,0,0,0,14:00:00-14:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,277712.86,5038357.68,A,1,N,N,45.48462,-73.84651
SPVM _ 2017 _ 21211,JE,2017/01/19,66023.0,1280.0,,,36E AV,,FACE,,31.0,9.0,16.0,3.0,2.0,,14.0,,11.0,99.0,,2.0,,,,12.0,2,0,0,0,Non précisé,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,304943.66243,5057723.8975,A,1,O,N,45.65941,-73.49816
SPVM _ 2012 _ 2958,MA,2012/04/17,66023.0,3131.0,,,COTE VERTU,,CAVENDISH,,31.0,,,1.0,3.0,,21.0,,11.0,40.0,,,,,O,,2,0,0,0,17:00:00-17:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,288760.5685,5039637.4735,A,1,O,N,45.49648,-73.70523
SPVM _ 2012 _ 2341,SA,2012/12/22,66087.0,,,,CARSON,1.0,ROY,15.0,31.0,,16.0,1.0,2.0,,14.0,1.0,11.0,32.0,6.0,2.0,,,O,17.0,3,0,0,2,13:00:00-13:59:00,2012,2,Léger,Montréal(06),Montréal (66 ),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,285392.469,5033854.0,A,1,N,N,45.44435,-73.74809
SPVM _ 2016 _ 16169,MA,2016/10/25,66023.0,3416.0,,,AV PARC ARR,1.0,SHERBROOKE O,,59.0,,11.0,1.0,3.0,,16.0,,11.0,99.0,,2.0,,,,12.0,1,0,0,0,10:00:00-10:59:00,2016,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,299232.3,5040944.568,A,1,O,N,45.5084,-73.57125
SPVM _ 2012 _ 8902,VE,2012/03/02,66023.0,1830.0,,,FAVARD,2.0,FACE A L ADRESSE,,31.0,3.0,16.0,3.0,2.0,,14.0,,11.0,32.0,,1.0,,,E,17.0,2,0,0,0,00:00:00-00:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,300413.982,5037993.551,A,2,N,N,45.48185,-73.5561
SPVM _ 2016 _ 9628,LU,2016/01/25,66023.0,,,,HOCHELAGA,1.0,CHARLEMAGNE,,31.0,,11.0,3.0,3.0,,13.0,,11.0,32.0,,3.0,,,,11.0,2,0,0,0,21:00:00-21:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,300975.4,5045706.615,A,1,N,N,45.55126,-73.54898
SPVM _ 2012 _ 8901,LU,2012/03/19,66023.0,,,,CHARLEVOIX,1.0,CENTR,30.0,31.0,9.0,11.0,1.0,2.0,,14.0,,11.0,34.0,,2.0,,,,99.0,3,0,0,0,06:00:00-06:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,299377.183,5037617.546,A,2,N,N,45.47846,-73.56936
SPVM _ 2013 _ 24547,DI,2013/06/23,66023.0,11073.0,,,PARIS FACE AU,,,,31.0,,11.0,3.0,2.0,,14.0,,11.0,99.0,,1.0,,,,11.0,2,0,0,0,22:00:00-22:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,293606.321,5050198.339,A,1,O,N,45.5916,-73.64347
SPVM _ 2014 _ 4246,DI,2014/01/26,66032.0,,,,SHERBROOKE O,1.0,WOOD,,31.0,,12.0,1.0,2.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,N,11.0,2,0,0,2,12:00:00-12:59:00,2014,2,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,297735.3,5038796.5,A,1,N,N,45.48906,-73.59038
SPVM _ 2016 _ 5962,LU,2016/06/20,66023.0,2330.0,,,LE CARON,2.0,OPP,,31.0,,11.0,1.0,2.0,,14.0,,11.0,32.0,,1.0,,,,11.0,2,0,0,0,07:00:00-07:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,297237.3,5035813.25,A,2,N,N,45.46221,-73.59671
SPVM _ 2014 _ 8291,VE,2014/08/29,66023.0,55.0,,,ST JACQUES,,,7.0,,,,1.0,3.0,,13.0,,11.0,34.0,,1.0,,,E,,2,0,0,0,Non précisé,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,300352.693,5040658.909,A,1,N,N,45.50584,-73.55691
SPVM _ 2014 _ 13888,MA,2014/01/28,66023.0,7094.0,,,CHRISTOPHE COLOMB,1.0,JEAN TALON,10.0,33.0,,12.0,1.0,2.0,,14.0,1.0,11.0,33.0,6.0,3.0,,,S,11.0,3,0,0,1,08:00:00-08:59:00,2014,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,296079.14259,5044719.4266,A,1,N,N,45.54233,-73.61167
SPVM _ 2015 _ 8832,LU,2015/05/11,66023.0,,,,SHERBROOKE,1.0,PLESSIS,,32.0,,11.0,3.0,2.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,,11.0,1,0,0,1,22:00:00-22:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,299742.0,5042827.929,A,1,N,N,45.52535,-73.56475
SPVM _ 2015 _ 16409,MA,2015/02/03,66023.0,,,,PIE IX,1.0,MAJEAU,,31.0,,16.0,1.0,3.0,,13.0,1.0,11.0,32.0,1.0,3.0,,,E,17.0,2,0,0,1,16:00:00-16:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294515.0,5049523.195,A,1,N,N,45.58554,-73.63181
SPVM _ 2016 _ 3761,DI,2016/11/13,66023.0,11845.0,,,ST GERMAIN,,,20.0,31.0,,11.0,3.0,2.0,,14.0,,11.0,33.0,,1.0,,,E,11.0,2,0,0,0,01:00:00-01:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,288942.788,5043246.527,A,1,N,N,45.52896,-73.70301
SPVM _ 2015 _ 1010,VE,2015/04/24,66097.0,,,,,1.0,TECUMSEH ET ONEIDA,,31.0,1.0,11.0,1.0,4.0,,13.0,1.0,11.0,32.0,6.0,2.0,,,,12.0,2,0,0,1,15:00:00-15:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,280390.6,5037239.5,A,1,N,N,45.47466,-73.8122
SPVM _ 2014 _ 8162,VE,2014/09/05,66023.0,,,,SHERBROOKE E,1.0,ST ANDRE,,31.0,,12.0,3.0,2.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,E,14.0,2,0,0,2,21:00:00-21:59:00,2014,2,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,299637.0,5042232.583,A,1,N,N,45.51999,-73.56609
SPVM _ 2013 _ 10883,MA,2013/04/09,66023.0,1060.0,,,UNIVERSITY,,,,31.0,,12.0,1.0,3.0,,13.0,,13.0,33.0,,3.0,,,,14.0,2,0,0,0,11:00:00-11:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,299704.55499,5040106.473,A,1,N,N,45.50086,-73.5652
SPVM _ 2018 _ 7197,LU,2018/01/08,66023.0,1208.0,,,CRESCENT,,FACE AU GYU KALA JAPANESE BBQ,,31.0,,16.0,3.0,3.0,,19.0,,11.0,34.0,,1.0,,,S,17.0,2,0,0,0,18:00:00-18:59:00,2018,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,299019.31402,5039603.9363,A,1,N,N,45.49633,-73.57396
SPVM _ 2013 _ 11575,JE,2013/10/03,66023.0,1050.0,,,SHERBROOKE,,,,31.0,,11.0,1.0,3.0,,22.0,,11.0,,,,,,O,11.0,2,0,0,0,13:00:00-13:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,298834.20744,5040243.8406,A,1,O,N,45.50209,-73.57634
SPVM _ 2019 _ 13967,JE,2019/07/11,66023.0,,,,AV MT ROYAL E,1.0,CHAPLEAU,,31.0,,12.0,1.0,3.0,,13.0,,11.0,32.0,,3.0,,,E,14.0,2,0,0,0,13:00:00-13:59:00,2019,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,299395.024,5044296.737,A,1,N,N,45.53856,-73.56921
SPVM _ 2017 _ 7447,ME,2017/05/24,66023.0,,,,OTTAWA,1.0,DU SEMINAIRE,,31.0,,11.0,1.0,2.0,,14.0,,11.0,32.0,,1.0,,,,11.0,2,0,0,0,10:00:00-10:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,299997.706,5039045.693,A,1,N,N,45.49132,-73.56144
SPVM _ 2013 _ 125,JE,2013/02/21,66023.0,11851.0,,,PIERREFONDS,,,,31.0,,16.0,1.0,3.0,,21.0,,11.0,40.0,,,,,,12.0,2,0,0,0,11:00:00-11:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,279627.7256,5040704.0693,A,1,O,N,45.5058,-73.82213
SPVM _ 2012 _ 1089,DI,2012/12/16,66142.0,28.0,,,FLORENCE,,OPP AU,,,,,,,,,,,,,,,,,,2,0,0,0,21:00:00-21:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,278186.84857,5038898.2576,A,1,N,N,45.4895,-73.84048
SPVM _ 2013 _ 6794,VE,2013/11/29,66023.0,,,,FIELDING,1.0,MONTCLAIR,,31.0,,,3.0,2.0,,14.0,,11.0,32.0,,1.0,,,,,2,0,0,0,16:00:00-16:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,293551.90001,5036329.011,A,1,N,N,45.4668,-73.64384
SPVM _ 2019 _ 1006,JE,2019/05/02,66097.0,87.0,,,AV CARTIER,,,50.0,42.0,,12.0,3.0,2.0,,14.0,,11.0,33.0,,2.0,,,N,14.0,1,0,0,0,01:00:00-01:59:00,2019,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,279395.4845,5032593.5,A,1,N,N,45.43281,-73.82469
SPVM _ 2012 _ 12921,MA,2012/01/17,66023.0,,,,ONTARIO,1.0,ALEXANDRE DE SEVE,,31.0,,16.0,1.0,3.0,,13.0,,11.0,32.0,,1.0,,,,17.0,2,0,0,0,09:00:00-09:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,300080.0,5042712.589,A,1,N,N,45.52432,-73.56042
SPVM _ 2013 _ 24975,JE,2013/10/17,66023.0,12380.0,,,MATTE,,,,31.0,,11.0,3.0,2.0,,14.0,,11.0,34.0,,1.0,,,O,12.0,2,0,0,0,21:00:00-21:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,295268.25,5053488.5,A,1,N,N,45.62123,-73.62223
SPVM _ 2013 _ 19079,LU,2013/09/02,66023.0,,,,PIE IX,,47E RUE,,31.0,,12.0,3.0,3.0,,13.0,1.0,11.0,32.0,,3.0,,,S,11.0,2,0,0,0,20:00:00-20:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,295271.66901,5048925.676,A,1,N,N,45.58017,-73.6221
SPVM _ 2018 _ 15267,MA,2018/04/03,66023.0,65.0,,,SHERBROOKE E,1.0,ST DOMINIQUE,30.0,31.0,,11.0,1.0,3.0,,13.0,,11.0,34.0,,3.0,2.0,,O,11.0,2,0,0,0,14:00:00-14:59:00,2018,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,299392.216,5041459.574,A,1,N,O,45.51303,-73.56921
SPVM _ 2012 _ 7274,MA,2012/09/25,66023.0,,,,SHERBROOKE,1.0,CHOMEDEY,,33.0,9.0,11.0,1.0,2.0,,13.0,,11.0,32.0,,,,,E,11.0,2,0,0,0,15:00:00-15:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,298096.73599,5039205.256,A,1,N,N,45.49274,-73.58576
SPVM _ 2013 _ 17201,MA,2013/02/05,66023.0,,,,SAUVE O,1.0,MEILLEUR,5.0,31.0,,17.0,1.0,2.0,,14.0,1.0,11.0,32.0,6.0,3.0,,,S,11.0,4,0,0,2,15:00:00-15:59:00,2013,2,Léger,Montréal(06),Montréal (66 ),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,291972.745,5044485.833,A,1,N,N,45.54017,-73.66425
SPVM _ 2019 _ 3773,VE,2019/05/17,66023.0,3495.0,,,DECARIE,,,,31.0,,12.0,3.0,2.0,,13.0,,12.0,34.0,,3.0,,,O,14.0,2,0,0,0,21:00:00-21:59:00,2019,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,296117.9005,5037270.7905,A,1,N,N,45.47531,-73.61105
SPVM _ 2013 _ 29682,JE,2013/06/13,66023.0,7275.0,,,SHERBROOKE,,,,31.0,,11.0,1.0,3.0,,21.0,1.0,11.0,40.0,,2.0,,,,11.0,2,0,0,1,15:00:00-15:59:00,2013,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,301770.095,5049999.354,A,1,O,N,45.58989,-73.53883
SPVM _ 2018 _ 13353,VE,2018/12/07,66023.0,,,,JEAN TALON,1.0,13E,,32.0,,12.0,3.0,3.0,,13.0,1.0,11.0,32.0,6.0,1.0,,,,12.0,1,0,0,1,06:00:00-06:59:00,2018,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,297223.68201,5046711.532,A,1,N,N,45.56027,-73.59705
SPVM _ 2014 _ 20614,ME,2014/12/17,66023.0,,,,DE BOUCHERVILLE,1.0,TELLIER,,31.0,,12.0,1.0,4.0,,13.0,,11.0,32.0,,3.0,,,,14.0,2,0,0,0,06:00:00-06:59:00,2014,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,303199.9,5049925.4,A,1,N,O,45.58923,-73.52051
SPVM _ 2015 _ 4161,VE,2015/10/02,66023.0,,,,COTE ST LUC,1.0,DECARIE,,31.0,,11.0,1.0,2.0,,11.0,,11.0,32.0,,3.0,,,,11.0,2,0,0,0,11:00:00-11:59:00,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,295213.9,5037897.162,A,1,N,O,45.48093,-73.62262
SPVM _ 2013 _ 12409,SA,2013/06/29,66023.0,,,,BLEURY,1.0,PRESIDENT KENNEDY,,31.0,,11.0,1.0,3.0,,13.0,1.0,11.0,34.0,6.0,1.0,,,,12.0,2,0,0,1,08:00:00-08:59:00,2013,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,299370.02099,5040843.987,A,2,N,N,45.5075,-73.56949
SPVM _ 2016 _ 6599,VE,2016/04/22,66023.0,,,,EGLISE,1.0,GERTRUDE,,32.0,,12.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,1.0,,,,12.0,1,0,0,1,14:00:00-14:59:00,2016,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40.0,299389.0,5035884.5,A,1,N,N,45.46287,-73.56919
SPVM _ 2012 _ 19238,SA,2012/11/24,66023.0,,,,1RE AV,1.0,EVERETT,,31.0,,11.0,1.0,2.0,,14.0,,11.0,32.0,,,,,,12.0,2,0,0,0,10:00:00-10:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,296735.553,5046224.171,A,1,N,N,45.55588,-73.60329
SPVM _ 2016 _ 4387,SA,2016/12/17,66023.0,6300.0,,,ST JACQUES,,,,31.0,,16.0,1.0,3.0,,13.0,,11.0,34.0,,3.0,,,,17.0,2,0,0,0,10:00:00-10:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,295468.57383,5035896.775,A,1,N,N,45.46294,-73.61933
SPVM _ 2015 _ 12401,LU,2015/02/16,66023.0,,,,ST MICHEL,1.0,CHARLAND,,31.0,,12.0,2.0,3.0,,13.0,,11.0,32.0,,4.0,,,,11.0,2,0,0,0,16:00:00-16:59:00,2015,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294216.0,5048413.428,A,1,N,N,45.57555,-73.63561
SPVM _ 2016 _ 3877,MA,2016/01/19,66023.0,1001.0,,,BD DECARIE,2.0,MONTREAL CHILDREN S HOSPITAL,5.0,31.0,,11.0,1.0,3.0,,21.0,,11.0,40.0,,2.0,,,,11.0,2,0,0,0,Non précisé,2016,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,296737.86744,5036876.1966,A,1,O,N,45.47177,-73.60311
SPVM _ 2013 _ 13749,MA,2013/10/15,66023.0,1400.0,,,RENE LEVESQUE E,1.0,PAPINEAU,50.0,31.0,,11.0,1.0,3.0,,22.0,,11.0,99.0,,,,,O,11.0,2,0,0,0,06:00:00-06:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,300745.2095,5042125.5195,A,1,O,N,45.51904,-73.5519
SPVM _ 2017 _ 15253,JE,2017/11/09,66023.0,7152.0,,,ST LAURENT,2.0,FACE,,31.0,,11.0,1.0,3.0,,13.0,,11.0,33.0,,1.0,2.0,,,11.0,2,0,0,0,10:00:00-10:59:00,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,295627.84614,5043824.2187,A,1,N,N,45.53427,-73.61744
SPVM _ 2013 _ 11954,SA,2013/01/26,66023.0,2715.0,,,AV VAN HORNE,,,,,,18.0,3.0,3.0,,21.0,,11.0,40.0,,9.0,,,,11.0,2,0,0,0,18:00:00-18:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,295037.122,5040966.18,A,1,O,N,45.50855,-73.62494
SPVM _ 2013 _ 21427,ME,2013/08/21,66023.0,6840.0,,,ST URBAIN,,,,31.0,,,,2.0,,14.0,,11.0,33.0,,2.0,,,,,2,0,0,0,Non précisé,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,295764.24501,5043542.78,A,1,N,N,45.53174,-73.61569
SPVM _ 2019 _ 5030,SA,2019/10/12,66023.0,7909.0,A,,CHOUINARD,,,25.0,31.0,,12.0,3.0,2.0,,14.0,,11.0,33.0,,2.0,,,N,14.0,2,0,0,0,19:00:00-19:59:00,2019,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,295459.0,5032704.75,A,1,N,N,45.43421,-73.61939
SPVM _ 2013 _ 27522,LU,2013/09/30,66023.0,3050.0,,,ST JOSEPH,,,,31.0,,11.0,,2.0,,14.0,,11.0,34.0,,3.0,,,,11.0,2,0,0,0,Non précisé,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,299390.1455,5045312.995,A,1,N,N,45.54771,-73.56928
SPVM _ 2016 _ 3872,LU,2016/01/11,66023.0,5235.0,,,GD BD,,,,31.0,,16.0,1.0,2.0,,15.0,,11.0,34.0,,2.0,,,,11.0,2,0,0,0,13:00:00-13:59:00,2016,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,293808.044,5037177.051,A,1,N,N,45.47443,-73.64059
SPVM _ 2016 _ 13737,SA,2016/08/13,66023.0,,,,CASGRAIN,1.0,CREMAZIE,,31.0,,12.0,1.0,3.0,,13.0,,11.0,32.0,,2.0,,,,14.0,2,0,0,0,16:00:00-16:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,293828.3,5044784.611,A,1,N,O,45.54289,-73.6405
SPVM _ 2014 _ 8347,DI,2014/11/30,66023.0,,,,ONTARIO,1.0,ST DENIS,,31.0,,12.0,3.0,2.0,,14.0,,11.0,32.0,,2.0,,,,11.0,2,0,0,0,03:00:00-03:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,299702.8,5041778.579,A,1,N,N,45.51591,-73.56524
SPVM _ 2013 _ 17930,VE,2013/09/06,66023.0,,,,CREMAZIE,,CHRISTOPHE COLOMB,,31.0,,11.0,1.0,3.0,,11.0,,11.0,34.0,,1.0,,,,11.0,2,0,0,0,15:00:00-15:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,294694.093,5045595.684,A,2,N,O,45.5502,-73.62943
